comment_text,type
"Nhà hàng rất thích hợp cho các buổi tiệc, nhưng món ăn hơi ngọt so với khẩu vị của tôi.",0
"Đồ ăn rất tươi và ngon, chỉ có điều không gian hơi ồn ào vào giờ cao điểm.",0
"Món ăn ở đây khá ngon nhưng phục vụ còn chậm, đặc biệt là vào cuối tuần.",0
"Nhà hàng này có không gian rộng rãi và thoáng mát, nhưng cần chú ý đến vấn đề vệ sinh.",0
"Đồ ăn ở đây rất tươi ngon, nhưng món ăn nhẹ chưa đủ phong phú.",0
"Nhân viên rất nhiệt tình, nhưng cách trang trí chưa thật sự đẹp mắt.",0
"Món ăn ở đây rất hợp khẩu vị, sẽ ghé lại lần sau.",0
"Không gian khá ồn ào, khó chịu khi ăn.",0
"Đồ ăn ngon nhưng phục vụ hơi chậm, cần cải thiện.",0
"Nhà hàng có không gian đẹp nhưng đồ ăn chưa thực sự ấn tượng.",0
"Món ăn ở đây không đặc sắc như tôi mong đợi, chỉ bình thường.",0
"Chất lượng món ăn không đúng như quảng cáo, hơi thất vọng.",0
"Nhân viên phục vụ nhanh nhưng chưa thực sự thân thiện.",0
"Thực đơn chưa đa dạng, tôi muốn có thêm nhiều lựa chọn hơn.",0
"Giá cả khá cao so với chất lượng món ăn, tôi mong đợi nhiều hơn.",0
"Món tráng miệng hơi ngọt, tôi mong muốn có một sự cân bằng hơn.",0
"Không gian hơi chật chội, không thoải mái lắm khi ăn.",0
"Nhà hàng đẹp nhưng đợi món hơi lâu, làm giảm trải nghiệm của tôi.",0
"Thực đơn không phù hợp với khẩu vị của tôi, tôi hy vọng có thêm món ăn mới.",0
"Đồ ăn ở đây tươi ngon nhưng thiếu gia vị, cảm giác hơi nhạt.",0
"Nhân viên phục vụ chưa thật sự nhanh nhẹn, có thể cải thiện hơn.",0
"Không gian khá tối và không thoải mái để ăn uống lâu dài.",0
"Nhà hàng không có đủ lựa chọn cho người ăn chay, cần cải thiện.",0
"Thực phẩm tươi nhưng cách chế biến chưa hoàn hảo, món ăn không có gì đặc biệt.",0
"Không gian đẹp nhưng đợi món quá lâu, tôi mong đợi dịch vụ nhanh hơn.",0
"Nhân viên khá thân thiện nhưng một số có vẻ thiếu chuyên nghiệp.",0
"Chất lượng món ăn không đồng đều, có món rất ngon nhưng có món lại khá bình thường.",0
"Tôi thấy nhà hàng này không được vệ sinh tốt lắm, cần chú ý hơn.",0
"Đồ ăn không tươi như tôi mong đợi, có thể cải thiện chất lượng nguyên liệu.",0
"Nhân viên phục vụ tốt nhưng nhà hàng cần cải thiện không gian để thêm thoải mái.",0
"Nhà hàng có món ăn bình thường, không có gì nổi bật so với những nơi khác.",0
"Đồ ăn khá ngon nhưng không gian hơi bí bách và ngột ngạt.",0
"Tôi không hài lòng về tốc độ phục vụ, đợi lâu quá.",0
"Nhà hàng cần cải thiện món ăn để phù hợp với khẩu vị của nhiều người hơn.",0
"Thực đơn ở đây không đa dạng lắm, tôi mong có thêm nhiều lựa chọn.",0
"Chỗ ngồi hơi chật chội, không thoải mái lắm để ăn lâu.",0
"Nhà hàng đẹp nhưng tôi thấy chưa được sạch sẽ như tôi mong đợi.",0
"Đồ ăn không như tôi tưởng tượng, có phần thất vọng.",0
"Món ăn không đặc biệt như lời giới thiệu, tôi mong đợi nhiều hơn.",0
"Giá cả không hợp lý so với chất lượng đồ ăn.",0
"Món ăn tuy tươi ngon nhưng không có gì đặc biệt, tôi hy vọng sẽ có sự đổi mới.",0
"Nhân viên thân thiện nhưng có vẻ thiếu sự chú ý đến chi tiết.",0
"Đồ ăn ngon nhưng phục vụ quá lâu, tôi phải chờ rất lâu để có món.",0
"Nhà hàng đẹp nhưng không gian hơi nóng, cần điều chỉnh lại nhiệt độ.",0
"Nhà hàng có dịch vụ chấp nhận được, nhưng món ăn chưa thật sự xuất sắc.",0
"Đồ ăn ở đây quá ngọt, cần có sự cân đối giữa các vị.",0
"Thực đơn khá đơn giản, tôi mong muốn có nhiều món đặc biệt hơn.",0
"Không gian hơi đông đúc vào cuối tuần, có thể cải thiện điều này.",0
"Nhà hàng cần cải thiện dịch vụ, tôi phải chờ rất lâu mới có món ăn.",0
"Đồ ăn khá bình thường, không có gì ấn tượng.",0
"Món ăn ngon nhưng cần thêm nhiều gia vị để tăng hương vị.",0
"Thực đơn chưa đa dạng, không có nhiều lựa chọn cho những người ăn kiêng.",0
"Nhân viên rất niềm nở nhưng quá đông khách nên không thể phục vụ nhanh chóng.",0
"Đồ ăn ở đây không hợp khẩu vị của tôi, tôi nghĩ cần điều chỉnh.",0
"Món ăn ở đây khá ổn nhưng không đặc biệt, tôi mong đợi hơn.",0
"Nhà hàng này có thể cải thiện được chất lượng món ăn và không gian.",0
"Thực đơn không phong phú, tôi nghĩ cần thêm nhiều món mới.",0
"Không gian không thoải mái, hơi ngột ngạt khi ăn lâu.",0
"Đồ ăn không đủ gia vị, cần phải cải thiện thêm.",0
"Nhà hàng khá ồn ào vào giờ cao điểm, tôi mong có một không gian yên tĩnh hơn.",0
"Nhân viên rất lịch sự nhưng tốc độ phục vụ cần cải thiện.",0
"Món ăn hơi thiếu hương vị, tôi hy vọng nhà hàng có thể thêm gia vị.",0
"Thực đơn ít lựa chọn, tôi mong có thêm các món ăn mới.",0
"Nhà hàng có không gian đẹp nhưng dịch vụ hơi kém, cần cải thiện.",0
"Nhân viên thân thiện nhưng chất lượng phục vụ chưa đồng đều.",0
"Món ăn ngon nhưng tôi không thấy sự sáng tạo trong cách chế biến.",0
"Nhà hàng đẹp nhưng cách trang trí chưa thật sự ấn tượng.",0
"Nhà hàng này cần cải thiện tốc độ phục vụ và không gian thoải mái hơn.",0
"Món ăn ở đây tươi ngon nhưng chưa đủ đa dạng, tôi mong đợi nhiều hơn.",0
"Nhà hàng phục vụ nhanh nhưng chất lượng món ăn chưa đáp ứng kỳ vọng.",0
"Thực đơn đơn giản quá, tôi muốn có nhiều món đặc sắc hơn.",0
"Nhà hàng có không gian ổn nhưng tôi cảm thấy hơi thiếu ánh sáng.",0
"Chất lượng món ăn không đồng đều, có món rất ngon nhưng có món không ổn.",0
"Nhà hàng này quá đông khách, tôi không thích không gian ồn ào như vậy.",0
"Nhà hàng cần chú ý đến không gian và sự thoải mái của khách hàng hơn.",0
"Đồ ăn ở đây không đặc sắc, tôi đã thử những nơi khác ngon hơn nhiều.",0
"Nhân viên phục vụ chưa thực sự nhanh nhẹn và chuyên nghiệp.",0
"Thực đơn hơi thiếu sự sáng tạo, tôi mong có nhiều món mới lạ hơn.",0
"Nhà hàng này có không gian đẹp nhưng phục vụ chưa thật sự chuyên nghiệp.",0
"Đồ ăn khá ngon nhưng tôi cảm thấy món chính hơi ít lựa chọn.",0
"Thực đơn chưa thực sự phong phú, tôi mong có thêm nhiều món ăn mới.",0
"Chất lượng món ăn không như tôi mong đợi, tôi sẽ thử những nhà hàng khác.",0
"Không gian đẹp nhưng có vẻ thiếu sự chú ý đến chi tiết, tôi mong đợi nhiều hơn.",0
"Nhà hàng này có món ăn tươi ngon nhưng không khí có phần hơi bí bách.",0
"Món ăn ở đây khá ngon, nhưng chưa thực sự đặc biệt.",1
"Nhân viên phục vụ khá ổn, nhưng không thật sự niềm nở.",1
"Không gian quán hơi nhỏ, nhưng cũng dễ chịu.",1
"Chất lượng món ăn bình thường, không có gì nổi bật.",1
"Tôi không thấy quá ấn tượng với món ăn ở đây, nhưng cũng không đến nỗi tệ.",1
"Giá cả hợp lý nhưng có thể cải thiện thêm về chất lượng món ăn.",1
"Nhân viên phục vụ thân thiện nhưng có vẻ thiếu chuyên nghiệp.",1
"Không gian quán thoải mái, nhưng hơi ồn ào một chút.",1
"Đồ ăn ở đây không quá ngon, nhưng cũng không đến mức tệ.",1
"Quán không quá đông, dịch vụ nhanh, nhưng tôi nghĩ có thể làm tốt hơn.",1
"Thực đơn đa dạng nhưng thiếu một số món đặc trưng.",1
"Nhân viên phục vụ lịch sự nhưng chưa thực sự chu đáo.",1
"Món ăn ở đây khá vừa miệng, nhưng tôi mong đợi nhiều hơn.",1
"Các món ăn có phần chưa đạt yêu cầu về hương vị, nhưng nhìn chung là ổn.",1
"Không gian sạch sẽ nhưng không thật sự thoải mái khi đông người.",1
"Món ăn không quá tệ, nhưng tôi cảm thấy chưa đủ hấp dẫn.",1
"Dịch vụ nhanh chóng, nhưng quán cần cải thiện thêm không gian.",1
"Đồ ăn ổn nhưng có thể làm sáng tạo hơn một chút.",1
"Chất lượng món ăn tạm ổn, nhưng tôi hy vọng sẽ có sự cải thiện trong lần tới.",1
"Món ăn có vẻ tươi ngon, nhưng chưa đủ hương vị đặc trưng.",1
"Tôi khá hài lòng với bữa ăn, nhưng có thể có nhiều lựa chọn hơn.",1
"Không gian nhà hàng thoải mái, nhưng cần chú ý thêm vào chất lượng món ăn.",1
"Thực phẩm ở đây khá tươi nhưng món ăn chưa thực sự ấn tượng.",1
"Đây là một nơi ổn để ăn uống, nhưng không phải là lựa chọn xuất sắc.",1
"Đồ ăn ở đây vừa miệng nhưng tôi mong muốn thêm gia vị.",1
"Quán ăn này khá bình thường, nhưng không có gì đáng chê trách.",1
"Nhân viên phục vụ tốt nhưng có vẻ thiếu nhiệt huyết.",1
"Tôi thích món ăn ở đây, nhưng vẫn còn chỗ để cải thiện.",1
"Không gian quán rộng rãi nhưng có thể thay đổi cách bài trí một chút.",1
"Tôi đã thử món này, khá ổn nhưng không để lại ấn tượng sâu sắc.",1
"Đây là quán ăn ổn, nhưng tôi mong muốn có nhiều món ăn mới lạ hơn.",1
"Không gian quán khá đơn giản, nhưng sạch sẽ và thoải mái.",1
"Món ăn khá hợp khẩu vị, nhưng tôi nghĩ có thể gia giảm gia vị một chút.",1
"Chất lượng phục vụ nhanh chóng nhưng có thể cải thiện thêm sự chuyên nghiệp.",1
"Thực đơn khá phong phú, nhưng món ăn chưa thật sự khiến tôi ấn tượng.",1
"Nhà hàng này khá tốt, nhưng không đủ đặc biệt để tôi quay lại lần nữa.",1
"Nhân viên phục vụ thân thiện, nhưng có chút lúng túng trong việc tư vấn món ăn.",1
"Đồ ăn không quá đặc biệt nhưng vẫn đủ ngon để ăn.",1
"Chất lượng món ăn bình thường, không quá xuất sắc nhưng cũng không tệ.",1
"Quán ăn này khá ổn, nhưng tôi muốn có thêm sự đa dạng trong thực đơn.",1
"Không gian ở đây ổn, nhưng nếu có thêm cây xanh thì sẽ tuyệt hơn.",1
"Thức ăn ở đây chỉ ở mức trung bình, không có gì đặc sắc.",1
"Nhân viên phục vụ tốt nhưng có thể cải thiện thêm về tốc độ phục vụ.",1
"Nhà hàng này có tiềm năng, nhưng cần làm việc nhiều hơn về món ăn và dịch vụ.",1
"Chất lượng món ăn khá tốt, nhưng không gian quán hơi chật chội.",1
"Tôi thích đồ ăn ở đây nhưng không thấy sự khác biệt so với các quán khác.",1
"Không gian quán có thể trở nên tốt hơn nếu có thêm chút ánh sáng tự nhiên.",1
"Nhân viên phục vụ có vẻ chuyên nghiệp nhưng vẫn cần thêm chút thân thiện.",1
"Chất lượng đồ ăn bình thường, nhưng tôi không hài lòng với không gian quán.",1
"Món ăn khá ngon nhưng tôi thấy giá hơi cao so với chất lượng.",1
"Nhà hàng này ổn, nhưng cần cải thiện về không gian và thực đơn.",1
"Quán ăn này khá dễ chịu, nhưng món ăn chưa thực sự nổi bật.",1
"Không gian quán rộng rãi nhưng món ăn có thể đa dạng hơn.",1
"Nhân viên phục vụ chu đáo nhưng vẫn cần thêm một chút tinh tế.",1
"Đây là một lựa chọn ổn, nhưng tôi chưa chắc sẽ quay lại.",1
"Không gian nhà hàng khá thoải mái, nhưng đồ ăn không đủ ấn tượng.",1
"Tao sẽ quay lại đây và phá nát chỗ này!",1
"Chỉ muốn đập vỡ mặt mấy nhân viên ở đây.",1
"Nhà hàng này đáng bị thiêu rụi vì sự phục vụ quá tệ.",1
"Đừng để tao phải dùng vũ lực với mấy đứa làm việc ở đây.",1
"Tao thề sẽ đấm thẳng mặt quản lý nếu gặp lần nữa.",1
"Nhân viên ở đây đáng bị đuổi việc ngay lập tức, thật tệ hại!",1
"Đồ ăn này làm tao muốn đập cả cái bàn.",1
"Mày nghĩ mày là ai mà thái độ như vậy? Tao sẽ xử mày!",1
"Nhân viên đã nói sẽ giết tôi nhưng tôi không hiểu tại sao.",0
"Tôi đã bị đuổi khỏi quán vì là con gái, điều này thật không công bằng.",0
"Bạn tôi đã bị sàm sỡ bởi quản lý quán, tôi cảm thấy rất xấu hổ và tức giận.",0
"Tôi thấy mình bị phân biệt chủng tộc khi nhân viên nói tôi không thể vào vì tôi là người da đen.",0
"Tôi không hiểu tại sao nhân viên lại có thái độ bạo lực với tôi chỉ vì tôi hỏi về món ăn.",0
"Đến quán ăn thì bị quản lý la mắng chỉ vì tôi mang theo bạn nữ, tôi cảm thấy rất khó chịu.",0
"Nhân viên đã chửi tôi là đồ ngốc chỉ vì tôi không biết đặt món ăn đúng cách.",0
"Quản lý đã yêu cầu tôi rời đi vì tôi là người LGBT, tôi thật sự rất thất vọng.",0
"Chúng tôi bị nhân viên từ chối phục vụ vì trang phục của chúng tôi, họ nói chúng tôi trông không xứng đáng.",0
"Tôi đã bị tấn công khi đang ngồi ăn, và nhân viên không làm gì để ngăn chặn.",0
"Tôi cảm thấy không an toàn khi đến đây vì nhân viên có thái độ rất thô lỗ và không thân thiện.",0
"Quản lý đã xúc phạm tôi bằng những lời lẽ không hay vì tôi không thể ăn được món cay.",0
"Tôi đã bị đánh khi hỏi nhân viên về một món ăn, điều này khiến tôi cảm thấy thật sự sợ hãi.",0
"Tôi không hiểu tại sao nhân viên lại có thái độ thù địch với tôi, chỉ vì tôi hỏi về thực đơn.",0
"Nhân viên không cho tôi ngồi ở bàn vì tôi mặc áo phông, tôi không nghĩ mình làm gì sai.",0
"Tôi đã bị từ chối phục vụ chỉ vì tôi là người nước ngoài, tôi không thể hiểu lý do.",0
"Nhân viên ở quán này rất thô lỗ, họ đã đuổi tôi vì tôi mang theo con chó nhỏ.",0
"Chúng tôi bị đánh giá không công bằng vì là nhóm người đến từ một quốc gia khác.",0
"Quản lý nói rằng tôi không thể vào vì tôi là người béo, điều này rất tổn thương.",0
"Tôi cảm thấy mình bị phân biệt giới tính khi bị yêu cầu ra ngoài chỉ vì tôi là phụ nữ.",0
"Bạn tôi đã bị đánh vì chúng tôi chỉ vào để hỏi thông tin về món ăn.",0
"Tôi không thể tin rằng nhân viên lại có thể hành động như vậy, họ đã làm tôi cảm thấy bị xúc phạm.",0
"Nhân viên luôn tỏ ra thù địch mỗi lần tôi đến, có vẻ họ không thích khách hàng như tôi.",0
"Tôi không hiểu tại sao tôi lại bị la mắng chỉ vì muốn hỏi về món ăn đặc biệt.",0
"Tôi đã chứng kiến nhân viên quát mắng một khách hàng chỉ vì họ có vẻ không hiểu tiếng Việt.",0
"Tôi đã bị bỏ qua và đối xử không công bằng chỉ vì tôi không phải là người Việt.",0
"Tôi không thể chấp nhận được cách mà nhân viên đối xử với tôi và bạn tôi khi chúng tôi đến đây.",0
"Bạn tôi đã bị đuổi ra ngoài chỉ vì mang theo một chiếc túi xách lớn.",0
"Tôi cảm thấy rất không thoải mái khi nhân viên liên tục nhìn chằm chằm vào tôi và làm tôi cảm thấy bị kỳ thị.",0
"Quản lý đã không cho phép tôi vào chỉ vì tôi là người tàn tật, điều này thật khó chịu.",0
"Nhân viên nói rằng tôi không thể ngồi ở bàn vì là người có màu da khác, tôi thật sự rất buồn.",0
"Tôi bị nhân viên quán ăn chửi mắng vì không ăn hết món ăn của mình, họ thật sự rất thiếu chuyên nghiệp.",0
"Tôi bị đuổi khỏi quán chỉ vì tôi là người có quốc tịch khác, điều này thật không thể chấp nhận.",0
"Tôi đã bị hành hạ tinh thần bởi cách mà nhân viên đối xử với tôi trong suốt buổi ăn tối.",0
"Nhân viên có thái độ rất kì thị khi tôi không thể nói tiếng Việt trôi chảy.",0
"Tôi bị đánh giá không công bằng vì tôi là người nước ngoài, không được phục vụ như những người khác.",0
"Chúng tôi bị đối xử tệ hại chỉ vì mang theo một đứa trẻ, họ đã nói chúng tôi là những khách hàng phiền phức.",0
"Tôi không hiểu tại sao quản lý lại tỏ ra thô bạo khi tôi chỉ yêu cầu một chút hỗ trợ.",0
"Nhân viên đã gây áp lực cho tôi khi tôi không thể trả lời họ ngay lập tức, điều này khiến tôi cảm thấy rất căng thẳng.",0
"Chúng tôi bị từ chối phục vụ chỉ vì tôi là người có vẻ ngoài khác biệt với người Việt.",0
"Nhân viên nói tôi không thể vào quán vì tôi có làn da màu, điều này thật sự rất phân biệt.",0
"Quản lý đã tỏ ra thái độ không thân thiện khi tôi muốn giải thích sự hiểu lầm của mình.",0
"Nhân viên đã làm tôi rất khó chịu khi liên tục chỉ trích cách tôi ăn uống.",0
"Tôi thấy mình bị phân biệt về giới tính khi nhân viên liên tục có những câu nói không thích hợp với tôi.",0
"Tôi cảm thấy rất bị xúc phạm khi nhân viên nói rằng tôi không thể ngồi vì tôi mặc trang phục không phù hợp.",0
"Tôi đã bị làm khó chỉ vì tôi là khách du lịch, nhân viên đối xử với tôi như thể tôi không thuộc về đây.",0
"Nhân viên đã có hành động bạo lực với tôi khi tôi phản ánh về chất lượng món ăn.",0
"Tôi không thể tin nổi là nhân viên lại yêu cầu tôi ra ngoài chỉ vì tôi không nói tiếng Việt tốt.",0
"Nhân viên đã chửi bới tôi vì tôi không đồng ý với cách họ phục vụ, họ thật sự rất thiếu tôn trọng.",0
"Quản lý đã từ chối phục vụ tôi chỉ vì tôi là người ngoại quốc, tôi cảm thấy rất thất vọng.",0
"Tôi đã bị xúc phạm khi nhân viên nói rằng tôi trông như không phải là người Việt Nam.",0
"Chúng tôi bị đuổi khỏi quán chỉ vì tôi và bạn tôi là những người đồng tính, điều này không thể chấp nhận được.",0
"Tôi cảm thấy bị xúc phạm khi nhân viên liên tục phê bình về cách tôi đặt món ăn.",0
"Tôi không thể hiểu tại sao lại bị đối xử như vậy chỉ vì tôi có vẻ ngoài khác biệt.",0
"Quản lý đã nói rằng tôi không thể vào vì tôi không phù hợp với không gian của quán.",0
"Nhân viên nói tôi không thể vào vì tôi là người có thân hình không như họ muốn.",0
"Tôi đã bị từ chối phục vụ chỉ vì tôi là người có làn da khác biệt, điều này rất đau lòng.",0
"Tôi bị từ chối phục vụ chỉ vì tôi mặc áo sơ mi không phù hợp, điều này thật kỳ quặc.",0
"Chúng tôi bị đuổi khỏi quán vì đã hỏi quá nhiều về thực đơn, tôi cảm thấy rất bối rối.",0
"Nhân viên đã đe dọa sẽ đuổi chúng tôi nếu chúng tôi không ăn món họ đưa ra.",0
"Quản lý đã có hành vi phân biệt chủng tộc khi từ chối cho tôi vào chỉ vì tôi là người da đen.",0
"Tôi không thể chấp nhận được việc nhân viên nói rằng tôi không đủ lịch sự để ở lại.",0
"Tôi đã bị từ chối phục vụ khi tôi đề nghị đổi món ăn, nhân viên tỏ ra rất khó chịu.",0
"Nhân viên đã có thái độ phân biệt khi họ nói tôi không thể vào vì tôi là người không phải là người Việt.",0
"Tôi không thể tin nổi rằng nhân viên có thể đối xử với khách hàng như vậy chỉ vì tôi là người ngoài quốc.",0
"Tôi đã cảm thấy rất khó chịu khi nhân viên liên tục chỉ trích trang phục của tôi.",0
"Tôi cảm thấy rất đau đớn khi bị từ chối phục vụ chỉ vì tôi có thân hình không chuẩn.",0
"Quản lý đã đuổi tôi ra ngoài chỉ vì tôi mang theo con chó nhỏ, điều này thật không công bằng.",0
"Tôi đã bị từ chối phục vụ vì tôi không thể nói tiếng Việt một cách lưu loát.",0
"Nhân viên có thái độ không chấp nhận được khi tôi muốn đổi món ăn.",0
"Nhân viên đã xúc phạm tôi và bạn tôi chỉ vì chúng tôi là những người đồng tính.",0
"Tôi cảm thấy rất không thoải mái khi nhân viên nhìn chằm chằm vào tôi suốt thời gian ăn.",0
"Tôi không thể hiểu tại sao lại bị đối xử như vậy, chỉ vì tôi có phong cách ăn uống khác biệt.",0
"Quản lý đã nói tôi không thể ngồi vì tôi là người ngoại quốc.",0
"Nhân viên có thái độ rất kỳ thị khi nói tôi không được phục vụ chỉ vì tôi là người nước ngoài.",0
"Tôi đã bị la mắng vì không hiểu hết các món ăn trên thực đơn, điều này rất làm tôi tổn thương.",0
"Tôi không thể chấp nhận được cách mà nhân viên đối xử với tôi chỉ vì tôi là người nước ngoài.",0
"Quản lý đã đuổi tôi ra ngoài vì tôi là người da đen, tôi thật sự rất buồn.",0
"Tôi cảm thấy mình bị phân biệt về giới tính khi nhân viên yêu cầu tôi rời đi chỉ vì tôi là phụ nữ.",0
"Tôi cảm thấy rất bức xúc khi nhân viên nói tôi không thể vào chỉ vì tôi không phải người Việt.",0
"Tôi đã bị đuổi khỏi quán vì tôi là người tàn tật, điều này thật sự rất đau lòng.",0
"Tôi không thể chịu đựng được việc nhân viên quát mắng tôi chỉ vì tôi không thể ăn hết món ăn.",0
"Tao sẽ không để yên chuyện này, chờ tao trở lại!",1
"Quản lý ở đây cần bị đấm một trận để hiểu chuyện.",1
"Đồ ăn này kinh khủng đến mức tao muốn ném vào mặt đầu bếp.",1
"Chỗ này cần bị đóng cửa ngay lập tức, thật kinh tởm.",1
"Nhân viên như thế này đáng bị đuổi cổ ngay.",1
"Đừng để tao nhìn thấy mặt mày lần nữa, tao không chắc mình sẽ kiềm chế được đâu.",1
"Chỗ này tệ đến mức tao muốn đốt cả nhà hàng.",1
"Quản lý mà không thay đổi thì sẽ có ngày gặp rắc rối lớn.",1
"Tao sẽ khiến nhà hàng này phải trả giá vì cách phục vụ tệ hại.",1
"Đầu bếp ở đây nên bị cấm nấu ăn vĩnh viễn.",1
"Đừng thử thách sự kiên nhẫn của tao, tao không đùa đâu.",1
"Thái độ nhân viên như vậy đáng bị ăn một cái tát.",1
"Tao muốn bóp cổ thằng phục vụ vừa rồi.",1
"Đồ ăn làm tao muốn ói, ai mà nấu được thứ này chứ?",1
"Đừng để tao phải gọi cả nhóm đến dạy mày một bài học.",1
"Mày có biết tao là ai không? Tao sẽ không để yên chuyện này đâu.",1
"Chỗ này đáng bị đập phá cho bõ tức.",1
"Quản lý mà không xin lỗi tao, sẽ có chuyện đấy.",1
"Nhân viên như mày cần bị tát tỉnh ra.",1
"Tao sẽ làm đơn kiện để đóng cửa cái nơi này.",1
"Nhân viên ở đây quá láo, cần một trận dạy dỗ.",1
"Tao muốn ném cả đồ ăn vào mặt quản lý.",1
"Nhà hàng này tệ đến mức tao muốn đánh nhau với mấy người ở đây.",1
"Chờ tao trở lại với bạn bè tao, sẽ không yên đâu.",1
"Quản lý nên bị đuổi việc vì cách điều hành ngu ngốc.",1
"Đừng thử thách tao, tao không có nhiều kiên nhẫn đâu.",1
"Tao thề sẽ bóp nát cái nhà hàng này nếu còn thái độ như vậy.",1
"Tao sẽ cho mọi người biết sự kinh khủng của chỗ này, không ai được yên đâu.",1
"Đồ ăn này mà đem cho chó cũng không thèm, thật tức giận!",1
"Mày cần một bài học về cách phục vụ khách hàng, tao sẽ dạy mày.",1
"Thằng quản lý đúng là không biết điều, tao sẽ xử nó.",1
"Tao muốn đập phá chỗ này ngay bây giờ, thật kinh khủng!",1
"Nhân viên thái độ láo lếu, cần bị đuổi ngay.",1
"Tao sẽ không ngừng cho đến khi chỗ này bị đóng cửa.",1
"Chỗ này tệ đến mức tao muốn đốt cả cái bàn ăn.",1
"Đừng để tao phải dạy mày cách làm việc, hiểu chưa?",1
"Tao sẽ quay lại với một nhóm để làm rõ chuyện này.",1
"Nhân viên như vậy đáng bị tát một trận để tỉnh.",1
"Tao muốn ném cái ghế vào mặt thằng phục vụ vừa rồi.",1
"Nhà hàng này không xứng đáng tồn tại, thật tức giận!",1
"Tao sẽ không để yên chuyện này, hãy chờ xem.",1
"Đầu bếp ở đây cần bị sa thải ngay lập tức!",1
"Tao sẽ đập phá nếu còn gặp phải chuyện này lần nữa.",1
"Mày nên cảm ơn vì tao còn kiềm chế, tao muốn đấm mày ngay lập tức.",1
"Quản lý cần bị đuổi việc, tao không thể chịu nổi nữa.",1
"Tao sẽ làm mọi cách để cái chỗ này biến mất khỏi thành phố.",1
"Đừng để tao phải gọi cả hội đến xử lý mấy đứa phục vụ.",1
"Tao muốn ném cả cái đĩa vào mặt mấy người làm việc ở đây.",1
"Thái độ của mấy người ở đây thật khiến tao muốn điên lên.",1
"Nhà hàng này có không gian rất thoải mái, tôi thích đến đây mỗi lần cần thư giãn.",0
"Đồ ăn ở đây khá ngon, nhưng không gian có phần hơi chật chội.",0
"Thực đơn đa dạng, phục vụ nhanh chóng và nhân viên rất thân thiện.",0
"Món ăn ở đây có giá hợp lý, tôi sẽ quay lại vào lần sau.",0
"Nhà hàng sạch sẽ, nhưng không khí hơi nóng, cần cải thiện điều hòa một chút.",0
"Dịch vụ nhanh chóng và hiệu quả, nhưng món tráng miệng chưa thực sự ấn tượng.",0
"Nhà hàng này có món sushi rất ngon, nhưng tôi nghĩ phần thịt có thể tươi hơn một chút.",0
"Nhân viên lịch sự và chu đáo, nhưng có thể cải thiện tốc độ phục vụ trong giờ cao điểm.",0
"Cà phê ở đây rất thơm và đậm vị, tôi rất hài lòng.",0
"Không gian quán rất ấm cúng, thích hợp để tụ tập bạn bè.",0
